ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,CONTRACT_MARKET_NAME,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME,FutOnly_or_Combined
111129067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",11/29/2011 12:00:00 AM,2011 Report Week 48,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,420262,42626,23874,123614,233897,257511,400137,404999,20125,15263,420262,42626,23874,123614,233897,257511,400137,404999,20125,15263,0,0,0,0,0,0,0,0,0,0,6110,1712,-4805,7022,-3973,1634,4761,3851,1349,2259,100,10.1,5.7,29.4,55.7,61.3,95.2,96.4,4.8,3.6,100,10.1,5.7,29.4,55.7,61.3,95.2,96.4,4.8,3.6,100,0,0,0,0,0,0,0,0,0,121,30,16,42,59,64,109,106,121,30,16,42,59,64,109,106,0,0,0,0,0,0,0,0,24.7,26.2,36.8,37.2,9.1,10.5,15.3,17.4,24.7,26.2,36.8,37.2,9.1,10.5,15.3,17.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111122067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",11/22/2011 12:00:00 AM,2011 Report Week 47,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,414152,40914,28679,116592,237870,255877,395376,401148,18776,13004,414152,40914,28679,116592,237870,255877,395376,401148,18776,13004,0,0,0,0,0,0,0,0,0,0,-24804,1527,4993,-7014,-15379,-21704,-20866,-23725,-3938,-1079,100,9.9,6.9,28.2,57.4,61.8,95.5,96.9,4.5,3.1,100,9.9,6.9,28.2,57.4,61.8,95.5,96.9,4.5,3.1,100,0,0,0,0,0,0,0,0,0,121,27,18,41,63,64,112,105,121,27,18,41,63,64,112,105,0,0,0,0,0,0,0,0,23.3,26.1,35.5,37.6,9.2,11.4,15.6,18.7,23.3,26.1,35.5,37.6,9.2,11.4,15.6,18.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111115067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",11/15/2011 12:00:00 AM,2011 Report Week 46,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,438956,39387,23686,123606,253249,277581,416242,424873,22714,14083,438956,39387,23686,123606,253249,277581,416242,424873,22714,14083,0,0,0,0,0,0,0,0,0,0,-2835,3196,-1796,8172,-13715,-7958,-2347,-1582,-488,-1253,100,9,5.4,28.2,57.7,63.2,94.8,96.8,5.2,3.2,100,9,5.4,28.2,57.7,63.2,94.8,96.8,5.2,3.2,100,0,0,0,0,0,0,0,0,0,123,27,20,44,62,67,114,112,123,27,20,44,62,67,114,112,0,0,0,0,0,0,0,0,26.7,24.7,38.2,36.2,12.3,11,17.6,17.9,26.7,24.7,38.2,36.2,12.3,11,17.6,17.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111108067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",11/08/2011 12:00:00 AM,2011 Report Week 45,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,441791,36191,25482,115434,266964,285539,418589,426455,23202,15336,441791,36191,25482,115434,266964,285539,418589,426455,23202,15336,0,0,0,0,0,0,0,0,0,0,4769,1440,-897,11470,-7359,-5642,5551,4931,-782,-162,100,8.2,5.8,26.1,60.4,64.6,94.7,96.5,5.3,3.5,100,8.2,5.8,26.1,60.4,64.6,94.7,96.5,5.3,3.5,100,0,0,0,0,0,0,0,0,0,121,26,21,42,62,67,112,110,121,26,21,42,62,67,112,110,0,0,0,0,0,0,0,0,28,23.9,39.5,34.8,14,11.7,20.2,18.5,28,23.9,39.5,34.8,14,11.7,20.2,18.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111101067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",11/01/2011 12:00:00 AM,2011 Report Week 44,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,437022,34751,26379,103964,274323,291181,413038,421524,23984,15498,437022,34751,26379,103964,274323,291181,413038,421524,23984,15498,0,0,0,0,0,0,0,0,0,0,25002,-5476,8891,19046,14641,490,28211,28427,-3209,-3425,100,8,6,23.8,62.8,66.6,94.5,96.5,5.5,3.5,100,8,6,23.8,62.8,66.6,94.5,96.5,5.5,3.5,100,0,0,0,0,0,0,0,0,0,122,25,23,43,62,67,111,112,122,25,23,43,62,67,111,112,0,0,0,0,0,0,0,0,25.2,22.1,37.5,32.6,14.1,11.5,21.1,18.1,25.2,22.1,37.5,32.6,14.1,11.5,21.1,18.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111025067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",10/25/2011 12:00:00 AM,2011 Report Week 43,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,412020,40227,17488,84918,259682,290691,384827,393097,27193,18923,412020,40227,17488,84918,259682,290691,384827,393097,27193,18923,0,0,0,0,0,0,0,0,0,0,-31897,5511,464,-13902,-23533,-19588,-31924,-33026,27,1129,100,9.8,4.2,20.6,63,70.6,93.4,95.4,6.6,4.6,100,9.8,4.2,20.6,63,70.6,93.4,95.4,6.6,4.6,100,0,0,0,0,0,0,0,0,0,124,25,23,45,60,66,112,113,124,25,23,45,60,66,112,113,0,0,0,0,0,0,0,0,21.2,18.8,33.8,30,13.2,12.1,20.3,18.8,21.2,18.8,33.8,30,13.2,12.1,20.3,18.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111018067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",10/18/2011 12:00:00 AM,2011 Report Week 42,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,443917,34716,17024,98820,283215,310279,416751,426123,27166,17794,443917,34716,17024,98820,283215,310279,416751,426123,27166,17794,0,0,0,0,0,0,0,0,0,0,-6669,-2018,572,-3456,-4001,-2596,-9475,-5480,2806,-1189,100,7.8,3.8,22.3,63.8,69.9,93.9,96,6.1,4,100,7.8,3.8,22.3,63.8,69.9,93.9,96,6.1,4,100,0,0,0,0,0,0,0,0,0,132,26,26,47,63,68,118,118,132,26,26,47,63,68,118,118,0,0,0,0,0,0,0,0,18.2,16.8,30.4,28.3,11.5,11.1,17.5,16.9,18.2,16.8,30.4,28.3,11.5,11.1,17.5,16.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111011067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",10/11/2011 12:00:00 AM,2011 Report Week 41,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,450586,36734,16452,102276,287216,312875,426226,431603,24360,18983,450586,36734,16452,102276,287216,312875,426226,431603,24360,18983,0,0,0,0,0,0,0,0,0,0,13757,-3351,-6152,11246,7547,7382,15442,12476,-1685,1281,100,8.2,3.7,22.7,63.7,69.4,94.6,95.8,5.4,4.2,100,8.2,3.7,22.7,63.7,69.4,94.6,95.8,5.4,4.2,100,0,0,0,0,0,0,0,0,0,134,29,25,47,65,69,120,121,134,29,25,47,65,69,120,121,0,0,0,0,0,0,0,0,18,16.9,31.3,28.2,10.4,10.9,16.5,16,18,16.9,31.3,28.2,10.4,10.9,16.5,16,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
111004067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",10/04/2011 12:00:00 AM,2011 Report Week 40,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,436829,40085,22604,91030,279669,305493,410784,419127,26045,17702,436829,40085,22604,91030,279669,305493,410784,419127,26045,17702,0,0,0,0,0,0,0,0,0,0,12608,155,1764,10910,8581,5702,19646,18376,-7038,-5768,100,9.2,5.2,20.8,64,69.9,94,95.9,6,4.1,100,9.2,5.2,20.8,64,69.9,94,95.9,6,4.1,100,0,0,0,0,0,0,0,0,0,130,27,27,44,66,68,118,117,130,27,27,44,66,68,118,117,0,0,0,0,0,0,0,0,19.2,18.5,33.2,30.6,10.5,10.7,16.6,16.1,19.2,18.5,33.2,30.6,10.5,10.7,16.6,16.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110927067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",09/27/2011 12:00:00 AM,2011 Report Week 39,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,424221,39930,20840,80120,271088,299791,391138,400751,33083,23470,424221,39930,20840,80120,271088,299791,391138,400751,33083,23470,0,0,0,0,0,0,0,0,0,0,18649,-202,3922,867,9579,7364,10244,12153,8405,6496,100,9.4,4.9,18.9,63.9,70.7,92.2,94.5,7.8,5.5,100,9.4,4.9,18.9,63.9,70.7,92.2,94.5,7.8,5.5,100,0,0,0,0,0,0,0,0,0,122,30,23,40,62,64,110,111,122,30,23,40,62,64,110,111,0,0,0,0,0,0,0,0,18.3,17.8,31.9,30.1,9.5,10.6,16.1,16.3,18.3,17.8,31.9,30.1,9.5,10.6,16.1,16.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110920067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",09/20/2011 12:00:00 AM,2011 Report Week 38,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,405572,40132,16918,79253,261509,292427,380894,388598,24678,16974,405572,40132,16918,79253,261509,292427,380894,388598,24678,16974,0,0,0,0,0,0,0,0,0,0,-34367,5270,-129,-13016,-19231,-18642,-26977,-31787,-7390,-2580,100,9.9,4.2,19.5,64.5,72.1,93.9,95.8,6.1,4.2,100,9.9,4.2,19.5,64.5,72.1,93.9,95.8,6.1,4.2,100,0,0,0,0,0,0,0,0,0,121,33,19,37,59,61,107,106,121,33,19,37,59,61,107,106,0,0,0,0,0,0,0,0,18.1,19.1,32.4,32,9.4,12.4,15.3,18.4,18.1,19.1,32.4,32,9.4,12.4,15.3,18.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110913067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",09/13/2011 12:00:00 AM,2011 Report Week 37,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,439939,34862,17047,92269,280740,311069,407871,420385,32068,19554,439939,34862,17047,92269,280740,311069,407871,420385,32068,19554,0,0,0,0,0,0,0,0,0,0,-17006,-10057,-13987,-10258,348,7238,-19967,-17007,2961,1,100,7.9,3.9,21,63.8,70.7,92.7,95.6,7.3,4.4,100,7.9,3.9,21,63.8,70.7,92.7,95.6,7.3,4.4,100,0,0,0,0,0,0,0,0,0,134,31,24,43,67,68,120,117,134,31,24,43,67,68,120,117,0,0,0,0,0,0,0,0,17.1,17.4,30.4,30,8.9,11.1,14.8,17.3,17.1,17.4,30.4,30,8.9,11.1,14.8,17.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110906067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",09/06/2011 12:00:00 AM,2011 Report Week 36,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,456945,44919,31034,102527,280392,303831,427838,437392,29107,19553,456945,44919,31034,102527,280392,303831,427838,437392,29107,19553,0,0,0,0,0,0,0,0,0,0,17826,-4001,12090,6692,15881,-606,18572,18176,-746,-350,100,9.8,6.8,22.4,61.4,66.5,93.6,95.7,6.4,4.3,100,9.8,6.8,22.4,61.4,66.5,93.6,95.7,6.4,4.3,100,0,0,0,0,0,0,0,0,0,135,31,25,47,67,68,124,118,135,31,25,47,67,68,124,118,0,0,0,0,0,0,0,0,17.2,17.1,30,29.6,8.2,10.4,13.9,16.8,17.2,17.1,30,29.6,8.2,10.4,13.9,16.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110830067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",08/30/2011 12:00:00 AM,2011 Report Week 35,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,439119,48920,18944,95835,264511,304437,409266,419216,29853,19903,439119,48920,18944,95835,264511,304437,409266,419216,29853,19903,0,0,0,0,0,0,0,0,0,0,17891,-712,-2261,12003,4173,6667,15464,16409,2427,1482,100,11.1,4.3,21.8,60.2,69.3,93.2,95.5,6.8,4.5,100,11.1,4.3,21.8,60.2,69.3,93.2,95.5,6.8,4.5,100,0,0,0,0,0,0,0,0,0,130,31,21,39,68,66,117,112,130,31,21,39,68,66,117,112,0,0,0,0,0,0,0,0,18,16.7,30.7,29.7,9.1,11.2,14.9,17.7,18,16.7,30.7,29.7,9.1,11.2,14.9,17.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110823067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",08/23/2011 12:00:00 AM,2011 Report Week 34,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,421228,49632,21205,83832,260338,297770,393802,402807,27426,18421,421228,49632,21205,83832,260338,297770,393802,402807,27426,18421,0,0,0,0,0,0,0,0,0,0,-18879,-2121,3706,-14590,-7563,-10239,-24274,-21123,5395,2244,100,11.8,5,19.9,61.8,70.7,93.5,95.6,6.5,4.4,100,11.8,5,19.9,61.8,70.7,93.5,95.6,6.5,4.4,100,0,0,0,0,0,0,0,0,0,124,30,17,35,68,66,113,106,124,30,17,35,68,66,113,106,0,0,0,0,0,0,0,0,18.4,16.3,31.1,29.2,9.3,10.7,15.6,17.8,18.4,16.3,31.1,29.2,9.3,10.7,15.6,17.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110816067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",08/16/2011 12:00:00 AM,2011 Report Week 33,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,440107,51753,17499,98422,267901,308009,418076,423930,22031,16177,440107,51753,17499,98422,267901,308009,418076,423930,22031,16177,0,0,0,0,0,0,0,0,0,0,-5768,8598,-6720,-143,-8200,4339,255,-2524,-6023,-3244,100,11.8,4,22.4,60.9,70,95,96.3,5,3.7,100,11.8,4,22.4,60.9,70,95,96.3,5,3.7,100,0,0,0,0,0,0,0,0,0,134,42,17,44,67,65,124,115,134,42,17,44,67,65,124,115,0,0,0,0,0,0,0,0,18.4,15.2,31.6,27.1,8.9,10.2,15.1,17.5,18.4,15.2,31.6,27.1,8.9,10.2,15.1,17.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110809067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",08/09/2011 12:00:00 AM,2011 Report Week 32,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,445875,43155,24219,98565,276101,303670,417821,426454,28054,19421,445875,43155,24219,98565,276101,303670,417821,426454,28054,19421,0,0,0,0,0,0,0,0,0,0,-9727,-13109,6444,7937,-6072,-23392,-11244,-9011,1517,-716,100,9.7,5.4,22.1,61.9,68.1,93.7,95.6,6.3,4.4,100,9.7,5.4,22.1,61.9,68.1,93.7,95.6,6.3,4.4,100,0,0,0,0,0,0,0,0,0,135,33,26,43,68,66,124,116,135,33,26,43,68,66,124,116,0,0,0,0,0,0,0,0,17.1,15,30.5,26.2,8.2,10.3,14,17,17.1,15,30.5,26.2,8.2,10.3,14,17,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110802067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",08/02/2011 12:00:00 AM,2011 Report Week 31,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,455602,56264,17775,90628,282173,327062,429065,435465,26537,20137,455602,56264,17775,90628,282173,327062,429065,435465,26537,20137,0,0,0,0,0,0,0,0,0,0,6816,-11663,-1369,3154,11485,2342,2976,4127,3840,2689,100,12.3,3.9,19.9,61.9,71.8,94.2,95.6,5.8,4.4,100,12.3,3.9,19.9,61.9,71.8,94.2,95.6,5.8,4.4,100,0,0,0,0,0,0,0,0,0,131,35,19,37,68,66,119,110,131,35,19,37,68,66,119,110,0,0,0,0,0,0,0,0,17.3,14.8,30.8,27.1,7.1,10.9,12.4,17.8,17.3,14.8,30.8,27.1,7.1,10.9,12.4,17.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110726067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",07/26/2011 12:00:00 AM,2011 Report Week 30,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,448786,67927,19144,87474,270688,324720,426089,431338,22697,17448,448786,67927,19144,87474,270688,324720,426089,431338,22697,17448,0,0,0,0,0,0,0,0,0,0,-24847,9869,-1952,-3039,-11724,-1672,-4894,-6663,-19953,-18184,100,15.1,4.3,19.5,60.3,72.4,94.9,96.1,5.1,3.9,100,15.1,4.3,19.5,60.3,72.4,94.9,96.1,5.1,3.9,100,0,0,0,0,0,0,0,0,0,129,39,21,39,62,63,118,108,129,39,21,39,62,63,118,108,0,0,0,0,0,0,0,0,19,15.9,32,28.9,7.7,11.1,13.7,17.9,19,15.9,32,28.9,7.7,11.1,13.7,17.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110719067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",07/19/2011 12:00:00 AM,2011 Report Week 29,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,473633,58058,21096,90513,282412,326392,430983,438001,42650,35632,473633,58058,21096,90513,282412,326392,430983,438001,42650,35632,0,0,0,0,0,0,0,0,0,0,-6276,-614,-3728,-8794,-14201,-10325,-23609,-22847,17333,16571,100,12.3,4.5,19.1,59.6,68.9,91,92.5,9,7.5,100,12.3,4.5,19.1,59.6,68.9,91,92.5,9,7.5,100,0,0,0,0,0,0,0,0,0,126,36,17,40,64,65,116,110,126,36,17,40,64,65,116,110,0,0,0,0,0,0,0,0,17.5,15.4,30.3,27.3,7.2,10.4,12.5,16.9,17.5,15.4,30.3,27.3,7.2,10.4,12.5,16.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110712067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",07/12/2011 12:00:00 AM,2011 Report Week 28,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,479909,58672,24824,99307,296613,336717,454592,460848,25317,19061,479909,58672,24824,99307,296613,336717,454592,460848,25317,19061,0,0,0,0,0,0,0,0,0,0,18223,-4142,7993,8314,14556,6102,18728,22409,-505,-4186,100,12.2,5.2,20.7,61.8,70.2,94.7,96,5.3,4,100,12.2,5.2,20.7,61.8,70.2,94.7,96,5.3,4,100,0,0,0,0,0,0,0,0,0,139,41,20,47,69,67,129,120,139,41,20,47,69,67,129,120,0,0,0,0,0,0,0,0,16.2,16.1,29.4,29,7.1,10,12.4,16.5,16.2,16.1,29.4,29,7.1,10,12.4,16.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110705067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",07/05/2011 12:00:00 AM,2011 Report Week 27,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,461686,62814,16831,90993,282057,330615,435864,438439,25822,23247,461686,62814,16831,90993,282057,330615,435864,438439,25822,23247,0,0,0,0,0,0,0,0,0,0,2866,7244,-1966,-1540,-1057,5475,4647,1969,-1781,897,100,13.6,3.6,19.7,61.1,71.6,94.4,95,5.6,5,100,13.6,3.6,19.7,61.1,71.6,94.4,95,5.6,5,100,0,0,0,0,0,0,0,0,0,140,49,15,51,67,65,132,120,140,49,15,51,67,65,132,120,0,0,0,0,0,0,0,0,16.9,15.8,29.6,27.2,7.2,11.1,12.8,17.9,16.9,15.8,29.6,27.2,7.2,11.1,12.8,17.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
